378,140689,52190,142201,127723
36206,15455,15471,76887,54842
36206,15455,15471,76887,54842
36206,15455,15471,76887,54842
36206,15455,15471,76887,54842
5634,194890,5647,194682,194231
117315,115115,74263,113598,6942
102060,432,8387,109035,35591
102057,25,1860,26846,24
451,1295,572,39504,619
131818,1955,36129,123913,105072
465,8964,468,467,50406
465,8964,468,467,50406
465,8964,468,467,50406
465,8964,468,467,50406
36206,15455,15471,76887,54842
68437,34582,961,10401,103291
186495,30239,81678,110817,81683
186495,30239,81678,110817,81683
117315,115115,74263,113598,6942
77481,5641,8331,82037,38043
186495,30239,81678,110817,81683
7234,17488,74507,21024,20022
7234,17488,74507,21024,20022
7234,17488,74507,21024,20022
5634,194890,5647,194682,194231
145028,75285,15718,11353,55034
123856,135460,176022,115851,9715
8681,509,11026,34894,4824
117315,115115,74263,113598,6942
77481,5641,8331,82037,38043
5634,194890,5647,194682,194231
5634,194890,5647,194682,194231
5634,194890,5647,194682,194231
26575,56095,17617,6963,23439
117315,115115,74263,113598,6942
117315,115115,74263,113598,6942
18366,23383,23225,116191,74878
26575,56095,17617,6963,23439
36206,15455,15471,76887,54842
186495,30239,81678,110817,81683
117315,115115,74263,113598,6942
123856,135460,176022,115851,9715
541,29028,27378,154770,136630
5634,194890,5647,194682,194231
5634,194890,5647,194682,194231
109321,2552,826,873,25268
1273,180339,204635,19148,9352
5634,194890,5647,194682,194231
1295,1296,1842,9775,3077
28031,576,52555,27282,105644
10299,10300,24311,578,75690
41130,111961,27462,31386,9209
465,8964,468,467,50406
108376,5042,5049,53369,7615
108376,5042,5049,53369,7615
108376,5042,5049,53369,7615
11205,2959,33918,305,283
8422,601,22674,51769,201789
36206,15455,15471,76887,54842
5634,194890,5647,194682,194231
110750,117448,28207,12431,15324
1863,51933,9350,244,1853
201092,119262,8437,15296,7668
1295,1296,1842,9775,3077
5634,194890,5647,194682,194231
5634,194890,5647,194682,194231
5634,194890,5647,194682,194231
117315,115115,74263,113598,6942
126098,6961,8941,7325,11031
11205,2959,33918,305,283
11205,2959,33918,305,283
121528,118967,118965,118962,118966
653,110481,15691,51845,22830
465,8964,468,467,50406
5634,194890,5647,194682,194231
77481,5641,8331,82037,38043
1365,8795,143582,139654,143207
666,19148,909,911,210706
106608,3210,357,14368,54700
106608,3210,357,14368,54700
17208,148667,83948,181107,83974
77481,5641,8331,82037,38043
117144,10104,19120,51205,19123
465,8964,468,467,50406
11205,2959,33918,305,283
465,8964,468,467,50406
17208,148667,83948,181107,83974
36206,15455,15471,76887,54842
12900,19363,7872,8788,718
1367,5563,719,47183,77164
142274,720,152266,10844,12992
142274,720,152266,10844,12992
17208,148667,83948,181107,83974
9803,4777,126886,86850,40819
88048,736,74669,9310,737
88048,736,74669,9310,737
88048,736,74669,9310,737
465,8964,468,467,50406
81295,29664,81294,25301,81292
1273,180339,204635,19148,9352
201343,37059,27828,14332,751
81295,29664,81294,25301,81292
106608,3210,357,14368,54700
465,8964,468,467,50406
465,8964,468,467,50406
36856,172903,72,6744,1164
10113,103157,146674,35885,169141
5634,194890,5647,194682,194231
110891,26705,14435,112747,35435
3731,107859,1250,134557,3732
119357,15001,798,217918,34640
106608,3210,357,14368,54700
35426,210415,821,200795,32830
109321,2552,826,873,25268
110891,26705,14435,112747,35435
123856,135460,176022,115851,9715
142198,837,6836,105002,149763
838,119714,25506,17197,113554
88048,736,74669,9310,737
41130,111961,27462,31386,9209
1871,844,3747,86478,3750
117315,115115,74263,113598,6942
68437,34582,961,10401,103291
465,8964,468,467,50406
26575,56095,17617,6963,23439
26575,56095,17617,6963,23439
146677,19130,2022,149757,71137
146677,19130,2022,149757,71137
27353,1876,868,76397,751
41130,111961,27462,31386,9209
109321,2552,826,873,25268
5634,194890,5647,194682,194231
68437,34582,961,10401,103291
113643,141878,3004,113631,8652
465,8964,468,467,50406
3731,107859,1250,134557,3732
5634,194890,5647,194682,194231
131818,1955,36129,123913,105072
201092,119262,8437,15296,7668
1273,180339,204635,19148,9352
1273,180339,204635,19148,9352
1273,180339,204635,19148,9352
131818,1955,36129,123913,105072
465,8964,468,467,50406
124826,124819,147062,192936,72488
5634,194890,5647,194682,194231
465,8964,468,467,50406
110891,26705,14435,112747,35435
17208,148667,83948,181107,83974
36206,15455,15471,76887,54842
11238,149486,145422,18830,25278
947,948,7864,32701,56982
947,948,7864,32701,56982
75175,128958,193089,31025,153636
5634,194890,5647,194682,194231
68437,34582,961,10401,103291
18366,23383,23225,116191,74878
123856,135460,176022,115851,9715
5634,194890,5647,194682,194231
5634,194890,5647,194682,194231
5634,194890,5647,194682,194231
5634,194890,5647,194682,194231
5634,194890,5647,194682,194231
17208,148667,83948,181107,83974
17208,148667,83948,181107,83974
144991,157428,22752,150760,170537
144991,157428,22752,150760,170537
1001,2448,52042,20055,2943
10467,1008,125692,121960,118962
41130,111961,27462,31386,9209
10299,10300,24311,578,75690
117315,115115,74263,113598,6942
120184,1017,37381,32701,81295
5634,194890,5647,194682,194231
7571,158540,143960,203810,139849
124826,124819,147062,192936,72488
2468,168381,2738,138874,2437
109321,2552,826,873,25268
5634,194890,5647,194682,194231
5634,194890,5647,194682,194231
18366,23383,23225,116191,74878
159703,139575,121752,5327,96227
104937,8758,15133,18114,30800
75794,171196,83945,29191,52768
117315,115115,74263,113598,6942
36206,15455,15471,76887,54842
117315,115115,74263,113598,6942
117315,115115,74263,113598,6942
5634,194890,5647,194682,194231
16157,16156,63187,9855,10593
159703,139575,121752,5327,96227
117315,115115,74263,113598,6942
126098,6961,8941,7325,11031
117315,115115,74263,113598,6942
117315,115115,74263,113598,6942
117315,115115,74263,113598,6942
159703,139575,121752,5327,96227
159703,139575,121752,5327,96227
36856,172903,72,6744,1164
7234,17488,74507,21024,20022
77481,5641,8331,82037,38043
1184,4498,111712,111845,194866
117315,115115,74263,113598,6942
7234,17488,74507,21024,20022
3731,107859,1250,134557,3732
186495,30239,81678,110817,81683
7234,17488,74507,21024,20022
41130,111961,27462,31386,9209
17210,131627,110344,124994,13062
16290,2058,1265,35145,132995
10117,1268,43364,22703,11192
1273,180339,204635,19148,9352
1281,143846,130120,84052,199542
1294,201789,9571,15691,22674
1295,1296,1842,9775,3077
1295,1296,1842,9775,3077
5634,194890,5647,194682,194231
194259,173167,12757,107175,7332
96200,18239,3080,114921,59252
1335,110573,128994,2108,25715
133214,120172,142175,127681,9265
211054,105378,211039,113944,35957
123856,135460,176022,115851,9715
10054,10056,104061,115694,26221
117315,115115,74263,113598,6942
186495,30239,81678,110817,81683
150168,175015,54775,26341,136411
113643,141878,3004,113631,8652
186495,30239,81678,110817,81683
72813,29381,157216,9239,164243
55231,105344,137608,131614,21317
1365,8795,143582,139654,143207
1367,5563,719,47183,77164
1273,180339,204635,19148,9352
11205,2959,33918,305,283
465,8964,468,467,50406
1273,180339,204635,19148,9352
117315,115115,74263,113598,6942
5634,194890,5647,194682,194231
26575,56095,17617,6963,23439
46630,221978,116899,1404,15856
36408,212556,18840,1407,117014
106608,3210,357,14368,54700
1547,3828,78551,6656,100415
5603,31471,129347,106462,89428
11205,2959,33918,305,283
36911,42592,7292,115670,10354
11205,2959,33918,305,283
36452,15485,174034,165700,103797
178297,81845,11004,120936,129642
107023,1653,3071,19397,51501
71455,11162,120175,146122,11536
125748,146574,7810,18655,166497
5634,194890,5647,194682,194231
152729,152461,219223,36369,62590
123856,135460,176022,115851,9715
36206,15455,15471,76887,54842
5634,194890,5647,194682,194231
5634,194890,5647,194682,194231
5634,194890,5647,194682,194231
5634,194890,5647,194682,194231
1295,1296,1842,9775,3077
1273,180339,204635,19148,9352
1863,51933,9350,244,1853
102057,25,1860,26846,24
1863,51933,9350,244,1853
1871,844,3747,86478,3750
1875,33817,133215,21642,149405
27353,1876,868,76397,751
77481,5641,8331,82037,38043
17432,141931,2002,3238,18379
33914,9808,1879,106836,6134
17210,131627,110344,124994,13062
1295,1296,1842,9775,3077
96200,18239,3080,114921,59252
75175,128958,193089,31025,153636
117315,115115,74263,113598,6942
11214,1887,1081,2261,143830
1889,132206,9531,142769,18671
110891,26705,14435,112747,35435
103408,7087,20329,1892,61714
5634,194890,5647,194682,194231
11205,2959,33918,305,283
1905,51766,8437,204443,56347
110750,117448,28207,12431,15324
133214,120172,142175,127681,9265
36206,15455,15471,76887,54842
34799,28661,117460,74568,158633
133214,120172,142175,127681,9265
1912,120308,7700,35801,115054
5634,194890,5647,194682,194231
36206,15455,15471,76887,54842
186495,30239,81678,110817,81683
131818,1955,36129,123913,105072
119357,15001,798,217918,34640
35852,8310,3188,163697,1961
34799,28661,117460,74568,158633
153463,135337,135254,77461,153800
123856,135460,176022,115851,9715
123856,135460,176022,115851,9715
1273,180339,204635,19148,9352
80860,137344,137279,16174,139180
5634,194890,5647,194682,194231
117315,115115,74263,113598,6942
1982,76736,9002,9740,7247
7885,87557,55684,86770,34568
18366,23383,23225,116191,74878
200768,15304,8984,121317,104794
144724,10725,210904,119702,128028
29706,31528,28664,17493,29698
17210,131627,110344,124994,13062
106608,3210,357,14368,54700
106608,3210,357,14368,54700
26575,56095,17617,6963,23439
117315,115115,74263,113598,6942
17432,141931,2002,3238,18379
2003,135712,208734,141207,136628
20046,28182,53297,2004,176088
465,8964,468,467,50406
81295,29664,81294,25301,81292
465,8964,468,467,50406
465,8964,468,467,50406
465,8964,468,467,50406
465,8964,468,467,50406
465,8964,468,467,50406
465,8964,468,467,50406
25627,2021,144021,18736,121709
146677,19130,2022,149757,71137
8784,2025,142711,104143,22665
2027,124951,122649,11205,32550
108376,5042,5049,53369,7615
7885,87557,55684,86770,34568
5634,194890,5647,194682,194231
117315,115115,74263,113598,6942
5634,194890,5647,194682,194231
2036,15027,168277,168279,9363
9414,201895,140492,10484,22851
11205,2959,33918,305,283
5634,194890,5647,194682,194231
5603,31471,129347,106462,89428
96200,18239,3080,114921,59252
34799,28661,117460,74568,158633
168368,102321,28815,208251,207906
16290,2058,1265,35145,132995
144724,10725,210904,119702,128028
36911,42592,7292,115670,10354
28286,2067,11271,25672,129659
146677,19130,2022,149757,71137
121202,2074,32143,120344,3849
1335,110573,128994,2108,25715
17210,131627,110344,124994,13062
149763,11059,182179,21709,153054
10117,1268,43364,22703,11192
2114,134831,154204,5328,3171
2117,5031,146417,30799,216397
17208,148667,83948,181107,83974
26575,56095,17617,6963,23439
151934,143660,2130,222887,9016
172522,121299,9572,28014,148471
7234,17488,74507,21024,20022
121202,2074,32143,120344,3849
5634,194890,5647,194682,194231
32831,2147,27506,10472,14550
152729,152461,219223,36369,62590
35696,25849,131563,27573,27907
2165,75767,5563,151421,44271
144991,157428,22752,150760,170537
24516,8678,152723,2176,10885
2177,117527,1040,3817,185732
123856,135460,176022,115851,9715
3731,107859,1250,134557,3732
186495,30239,81678,110817,81683
36206,15455,15471,76887,54842
36206,15455,15471,76887,54842
140733,16513,178357,166616,165161
106857,136435,2249,25964,27714
133214,120172,142175,127681,9265
36206,15455,15471,76887,54842
36206,15455,15471,76887,54842
36206,15455,15471,76887,54842
87679,190880,10974,145190,161371
7234,17488,74507,21024,20022
7234,17488,74507,21024,20022
34595,17430,53307,163016,114522
120863,115624,187703,3242,61638
3731,107859,1250,134557,3732
120863,115624,187703,3242,61638
113643,141878,3004,113631,8652
2347,17935,83877,194719,37064
143701,51742,51761,51762,105034
144724,10725,210904,119702,128028
10808,10807,25109,10334,24823
113133,129677,55235,25227,134822
97333,119846,16557,32966,30373
9666,26525,20151,5968,8822
2360,132200,29521,43124,141381
144452,186371,115659,26952,80002
36206,15455,15471,76887,54842
186495,30239,81678,110817,81683
5634,194890,5647,194682,194231
5634,194890,5647,194682,194231
77481,5641,8331,82037,38043
2468,168381,2738,138874,2437
144991,157428,22752,150760,170537
77481,5641,8331,82037,38043
1001,2448,52042,20055,2943
77481,5641,8331,82037,38043
2451,19978,147375,139709,8988
36206,15455,15471,76887,54842
2468,168381,2738,138874,2437
150168,175015,54775,26341,136411
186495,30239,81678,110817,81683
247,8420,7535,9912,2534
2549,232,101055,71,10885
109321,2552,826,873,25268
51770,148984,106679,11746,51576
17208,148667,83948,181107,83974
104937,8758,15133,18114,30800
7885,87557,55684,86770,34568
11205,2959,33918,305,283
124826,124819,147062,192936,72488
117315,115115,74263,113598,6942
165310,2603,121386,109474,137176
144724,10725,210904,119702,128028
123856,135460,176022,115851,9715
5634,194890,5647,194682,194231
106608,3210,357,14368,54700
110750,117448,28207,12431,15324
144724,10725,210904,119702,128028
5603,31471,129347,106462,89428
5634,194890,5647,194682,194231
140679,39279,102285,34071,16287
17131,11018,32678,16205,110685
142998,171216,144005,19770,23314
123856,135460,176022,115851,9715
2468,168381,2738,138874,2437
81295,29664,81294,25301,81292
120863,115624,187703,3242,61638
17210,131627,110344,124994,13062
77481,5641,8331,82037,38043
186495,30239,81678,110817,81683
134829,189196,12987,136512,50199
123856,135460,176022,115851,9715
7586,81191,81190,29770,53832
131818,1955,36129,123913,105072
131818,1955,36129,123913,105072
131818,1955,36129,123913,105072
131818,1955,36129,123913,105072
465,8964,468,467,50406
51770,148984,106679,11746,51576
2924,6737,169462,10958,35651
41130,111961,27462,31386,9209
133117,19548,2932,107839,24624
117644,129483,2934,153219,133408
2935,99071,151673,6171,139607
11205,2959,33918,305,283
1295,1296,1842,9775,3077
144724,10725,210904,119702,128028
34799,28661,117460,74568,158633
1001,2448,52042,20055,2943
9552,108905,143234,35491,131597
180675,2956,203300,104072,15288
11205,2959,33918,305,283
77277,135842,114738,2963,211120
117315,115115,74263,113598,6942
17432,141931,2002,3238,18379
107882,17791,58409,2985,62592
5634,194890,5647,194682,194231
2468,168381,2738,138874,2437
26763,30947,2989,128955,83203
176105,122907,113014,121567,51980
9638,135631,97257,105001,26873
77481,5641,8331,82037,38043
131818,1955,36129,123913,105072
144724,10725,210904,119702,128028
34799,28661,117460,74568,158633
113643,141878,3004,113631,8652
123856,135460,176022,115851,9715
131818,1955,36129,123913,105072
3221,13153,139960,3018,16816
25599,155498,192725,71595,18849
20046,28182,53297,2004,176088
20046,28182,53297,2004,176088
145028,75285,15718,11353,55034
144724,10725,210904,119702,128028
113643,141878,3004,113631,8652
119203,28035,31660,131616,76587
34799,28661,117460,74568,158633
10376,35557,147609,125886,3040
108376,5042,5049,53369,7615
134829,189196,12987,136512,50199
5603,31471,129347,106462,89428
10054,10056,104061,115694,26221
26575,56095,17617,6963,23439
35517,138419,30732,20958,139207
107023,1653,3071,19397,51501
124826,124819,147062,192936,72488
1295,1296,1842,9775,3077
144724,10725,210904,119702,128028
96200,18239,3080,114921,59252
3081,9854,305,1369,10282
81295,29664,81294,25301,81292
33731,17599,54814,135998,171360
110750,117448,28207,12431,15324
17131,11018,32678,16205,110685
36206,15455,15471,76887,54842
3731,107859,1250,134557,3732
144724,10725,210904,119702,128028
3099,25587,16648,122659,18464
20046,28182,53297,2004,176088
167389,121321,165383,165382,31478
36206,15455,15471,76887,54842
96200,18239,3080,114921,59252
33731,17599,54814,135998,171360
5634,194890,5647,194682,194231
131818,1955,36129,123913,105072
3129,5055,32768,113161,11619
81269,14746,81268,81263,3138
144991,157428,22752,150760,170537
144991,157428,22752,150760,170537
3151,35535,100524,10373,110093
130176,120758,28908,51986,110460
133214,120172,142175,127681,9265
9695,128089,108350,103015,52057
3160,173311,105980,34266,16180
134831,3171,165326,183127,11564
151934,143660,2130,222887,9016
17208,148667,83948,181107,83974
41130,111961,27462,31386,9209
10808,10807,25109,10334,24823
17680,54833,11599,124403,34279
35852,8310,3188,163697,1961
118975,129684,59242,127219,116117
3191,103316,152566,23314,11568
36206,15455,15471,76887,54842
98379,121773,44166,34490,211591
113119,53091,213650,137556,106790
106608,3210,357,14368,54700
51770,148984,106679,11746,51576
133117,19548,2932,107839,24624
123856,135460,176022,115851,9715
5634,194890,5647,194682,194231
3221,13153,139960,3018,16816
25599,155498,192725,71595,18849
97174,172676,128975,32485,129023
146397,21994,3226,160293,155002
102995,215217,17592,7789,207449
176105,122907,113014,121567,51980
7885,87557,55684,86770,34568
9181,3236,28305,79136,115549
7885,87557,55684,86770,34568
17432,141931,2002,3238,18379
8347,3239,14703,76954,16923
29144,32593,117348,109304,74610
3241,111695,156121,19320,114377
120863,115624,187703,3242,61638
159703,139575,121752,5327,96227
109611,144430,31180,75245,18232
5634,194890,5647,194682,194231
110891,26705,14435,112747,35435
34799,28661,117460,74568,158633
172522,121299,9572,28014,148471
167389,121321,165383,165382,31478
34799,28661,117460,74568,158633
41130,111961,27462,31386,9209
154523,3327,61735,16896,55137
5840,9450,3347,6934,19298
176105,122907,113014,121567,51980
148095,39300,194866,33161,139643
5634,194890,5647,194682,194231
123856,135460,176022,115851,9715
159703,139575,121752,5327,96227
159703,139575,121752,5327,96227
141503,30596,3486,87993,129095
5634,194890,5647,194682,194231
142998,171216,144005,19770,23314
119357,15001,798,217918,34640
3731,107859,1250,134557,3732
3731,107859,1250,134557,3732
131818,1955,36129,123913,105072
131818,1955,36129,123913,105072
131818,1955,36129,123913,105072
131818,1955,36129,123913,105072
131818,1955,36129,123913,105072
131818,1955,36129,123913,105072
3740,121701,16031,121202,200115
131818,1955,36129,123913,105072
131818,1955,36129,123913,105072
144991,157428,22752,150760,170537
131818,1955,36129,123913,105072
131818,1955,36129,123913,105072
131818,1955,36129,123913,105072
131818,1955,36129,123913,105072
3748,140637,126283,23197,223044
117315,115115,74263,113598,6942
114946,34079,118288,30393,143383
149763,11059,182179,21709,153054
26575,56095,17617,6963,23439
77481,5641,8331,82037,38043
36206,15455,15471,76887,54842
7234,17488,74507,21024,20022
2468,168381,2738,138874,2437
186495,30239,81678,110817,81683
57939,3825,27508,171963,76723
3828,127718,76938,102336,44529
148095,39300,194866,33161,139643
3831,81139,192286,50348,192347
144724,10725,210904,119702,128028
121202,2074,32143,120344,3849
5634,194890,5647,194682,194231
186495,30239,81678,110817,81683
5634,194890,5647,194682,194231
6324,185732,3962,123856,150010
117315,115115,74263,113598,6942
139400,20150,3976,116685,139574
10117,1268,43364,22703,11192
117315,115115,74263,113598,6942
37032,6656,10605,140090,11179
4164,27385,113905,9614,33813
152729,152461,219223,36369,62590
106608,3210,357,14368,54700
41130,111961,27462,31386,9209
3160,173311,105980,34266,16180
11205,2959,33918,305,283
4228,8787,145520,34112,145316
31013,4499,82448,14701,4236
7885,87557,55684,86770,34568
123856,135460,176022,115851,9715
131818,1955,36129,123913,105072
9803,4777,126886,86850,40819
106608,3210,357,14368,54700
46630,221978,116899,1404,15856
77481,5641,8331,82037,38043
1184,4498,111712,111845,194866
31013,4499,82448,14701,4236
37032,6656,10605,140090,11179
36206,15455,15471,76887,54842
9803,4777,126886,86850,40819
119357,15001,798,217918,34640
9803,4777,126886,86850,40819
9803,4777,126886,86850,40819
51470,10470,4641,10950,187744
144991,157428,22752,150760,170537
77481,5641,8331,82037,38043
121202,2074,32143,120344,3849
186495,30239,81678,110817,81683
36206,15455,15471,76887,54842
30077,34644,151951,4759,17714
9803,4777,126886,86850,40819
117315,115115,74263,113598,6942
55669,141375,120548,54979,139512
144724,10725,210904,119702,128028
7234,17488,74507,21024,20022
26292,146363,41051,9335,30288
8681,509,11026,34894,4824
5634,194890,5647,194682,194231
10299,10300,24311,578,75690
36206,15455,15471,76887,54842
35852,8310,3188,163697,1961
4846,20228,128233,103338,21066
150168,175015,54775,26341,136411
144991,157428,22752,150760,170537
96200,18239,3080,114921,59252
141503,30596,3486,87993,129095
186495,30239,81678,110817,81683
11620,6258,9767,8849,9858
146282,191138,113091,128128,146280
152729,152461,219223,36369,62590
27867,6171,118355,8866,26355
2117,5031,146417,30799,216397
117266,192398,26974,189267,157709
122934,6330,7636,9336,194209
108376,5042,5049,53369,7615
108376,5042,5049,53369,7615
108376,5042,5049,53369,7615
131818,1955,36129,123913,105072
5055,76424,32768,9459,470
110750,117448,28207,12431,15324
176105,122907,113014,121567,51980
176105,122907,113014,121567,51980
5113,22089,35471,13536,163350
5634,194890,5647,194682,194231
146282,191138,113091,128128,146280
96200,18239,3080,114921,59252
190226,125358,35932,28289,125119
131818,1955,36129,123913,105072
3731,107859,1250,134557,3732
10113,103157,146674,35885,169141
29706,31528,28664,17493,29698
17208,148667,83948,181107,83974
88048,736,74669,9310,737
159703,139575,121752,5327,96227
5328,56347,52275,131627,34293
123856,135460,176022,115851,9715
167389,121321,165383,165382,31478
186495,30239,81678,110817,81683
41130,111961,27462,31386,9209
131818,1955,36129,123913,105072
123856,135460,176022,115851,9715
176105,122907,113014,121567,51980
5603,31471,129347,106462,89428
17432,141931,2002,3238,18379
8634,153342,155364,12979,17835
36206,15455,15471,76887,54842
2003,135712,208734,141207,136628
124826,124819,147062,192936,72488
51470,10470,4641,10950,187744
3731,107859,1250,134557,3732
3731,107859,1250,134557,3732
3731,107859,1250,134557,3732
3731,107859,1250,134557,3732
119357,15001,798,217918,34640
201092,119262,8437,15296,7668
124826,124819,147062,192936,72488
144452,186371,115659,26952,80002
11238,149486,145422,18830,25278
465,8964,468,467,50406
465,8964,468,467,50406
110750,117448,28207,12431,15324
34799,28661,117460,74568,158633
186495,30239,81678,110817,81683
6781,26572,23168,83429,126135
144724,10725,210904,119702,128028
1367,5563,719,47183,77164
167389,121321,165383,165382,31478
2468,168381,2738,138874,2437
5570,9831,29009,170263,201895
16157,16156,63187,9855,10593
97174,172676,128975,32485,129023
9552,108905,143234,35491,131597
180675,2956,203300,104072,15288
176340,130263,14946,90435,121738
5634,194890,5647,194682,194231
5587,5563,719,1367,668
5634,194890,5647,194682,194231
5590,61884,20403,84081,34036
134829,189196,12987,136512,50199
34799,28661,117460,74568,158633
125476,113182,143027,31502,35359
114946,34079,118288,30393,143383
104937,8758,15133,18114,30800
96200,18239,3080,114921,59252
5602,144127,138244,141346,197393
5603,31471,129347,106462,89428
5604,24823,18009,3183,34300
186495,30239,81678,110817,81683
5607,130969,185961,32077,149218
5611,17210,52275,19864,81262
17210,131627,110344,124994,13062
110750,117448,28207,12431,15324
209794,140319,140572,5615,196878
7234,17488,74507,21024,20022
36206,15455,15471,76887,54842
77481,5641,8331,82037,38043
133214,120172,142175,127681,9265
141890,176506,143663,176703,140071
36206,15455,15471,76887,54842
117144,10104,19120,51205,19123
17432,141931,2002,3238,18379
5634,194890,5647,194682,194231
36206,15455,15471,76887,54842
36206,15455,15471,76887,54842
34799,28661,117460,74568,158633
77481,5641,8331,82037,38043
125748,146574,7810,18655,166497
5634,194890,5647,194682,194231
194259,173167,12757,107175,7332
117315,115115,74263,113598,6942
117315,115115,74263,113598,6942
106608,3210,357,14368,54700
152729,152461,219223,36369,62590
144724,10725,210904,119702,128028
96200,18239,3080,114921,59252
117315,115115,74263,113598,6942
1273,180339,204635,19148,9352
186495,30239,81678,110817,81683
1273,180339,204635,19148,9352
5634,194890,5647,194682,194231
33731,17599,54814,135998,171360
77481,5641,8331,82037,38043
5840,9450,3347,6934,19298
11205,2959,33918,305,283
131687,152323,5846,141207,136628
71455,11162,120175,146122,11536
5634,194890,5647,194682,194231
144287,144284,5882,144286,119382
5883,144286,201895,144284,17577
120863,115624,187703,3242,61638
200768,15304,8984,121317,104794
110891,26705,14435,112747,35435
113915,29586,148312,5895,89771
7234,17488,74507,21024,20022
5909,129240,21024,2137,2177
5634,194890,5647,194682,194231
7234,17488,74507,21024,20022
186495,30239,81678,110817,81683
9666,26525,20151,5968,8822
39752,135921,86255,146722,9706
17208,148667,83948,181107,83974
77481,5641,8331,82037,38043
5634,194890,5647,194682,194231
5634,194890,5647,194682,194231
1365,8795,143582,139654,143207
104937,8758,15133,18114,30800
167389,121321,165383,165382,31478
10299,10300,24311,578,75690
146677,19130,2022,149757,71137
5634,194890,5647,194682,194231
15861,187687,16607,18367,8396
125625,6045,107464,76090,113925
102057,25,1860,26846,24
5634,194890,5647,194682,194231
117315,115115,74263,113598,6942
6059,52650,129377,124949,53890
153463,135337,135254,77461,153800
77481,5641,8331,82037,38043
77481,5641,8331,82037,38043
96200,18239,3080,114921,59252
11238,149486,145422,18830,25278
17210,131627,110344,124994,13062
133214,120172,142175,127681,9265
153463,135337,135254,77461,153800
33914,9808,1879,106836,6134
77481,5641,8331,82037,38043
